ZT,TimeDay,Wake,PS,SWS,Artifact,Genotype,Transmitter,Day
21, 3:30:00-4:00:00 ,12.7,2.7,14.7,0,WT,1031296,2
22, 4:00:00-4:30:00 ,0.3,1.3,28.3,0,WT,1031296,2
22, 4:30:00-5:00:00 ,3.8,2.3,23.8,0,WT,1031296,2
23, 5:00:00-5:30:00 ,28.7,0.7,0.7,0,WT,1031296,2
23, 5:30:00-6:00:00 ,27.3,0.5,2.2,0,WT,1031296,2
0, 6:00:00-6:30:00 ,24.8,0.5,4.7,0,WT,1031296,2
0, 6:30:00-7:00:00 ,6.2,0.8,23.0,0,WT,1031296,2
1, 7:00:00-7:30:00 ,2.0,0.7,27.3,0,WT,1031296,2
1, 7:30:00-8:00:00 ,3.5,1.8,24.7,0,WT,1031296,2
2, 8:00:00-8:30:00 ,6.8,2.5,20.7,0,WT,1031296,2
2, 8:30:00-9:00:00 ,0.0,3.5,26.5,0,WT,1031296,2
3, 9:00:00-9:30:00 ,8.3,1.7,20.0,0,WT,1031296,2
3, 9:30:00-10:00:00 ,27.3,1.0,1.3,0.3,WT,1031296,2
4, 10:00:00-10:30:00 ,27.8,0.7,1.5,0,WT,1031296,2
4, 10:30:00-11:00:00 ,15.5,0.0,14.5,0,WT,1031296,2
5, 11:00:00-11:30:00 ,0.2,2.2,27.7,0,WT,1031296,2
5, 11:30:00-12:00:00 ,7.0,4.8,18.2,0,WT,1031296,2
6, 12:00:00-12:30:00 ,0.3,4.3,25.3,0,WT,1031296,2
6, 12:30:00-13:00:00 ,0.0,1.2,28.8,0,WT,1031296,2
7, 13:00:00-13:30:00 ,12.0,3.5,14.5,0,WT,1031296,2
7, 13:30:00-14:00:00 ,27.7,0.2,2.2,0,WT,1031296,2
8, 14:00:00-14:30:00 ,3.7,3.0,23.3,0,WT,1031296,2
8, 14:30:00-15:00:00 ,0.2,4.5,25.3,0,WT,1031296,2
9, 15:00:00-15:30:00 ,0.7,4.8,24.5,0,WT,1031296,2
9, 15:30:00-16:00:00 ,0.2,9.3,20.5,0,WT,1031296,2
10, 16:00:00-16:30:00 ,19.3,3.3,7.3,0,WT,1031296,2
10, 16:30:00-17:00:00 ,6.8,0.8,22.3,0,WT,1031296,2
11, 17:00:00-17:30:00 ,0.0,9.0,21.0,0,WT,1031296,2
11, 17:30:00-18:00:00 ,6.2,4.0,19.7,0,WT,1031296,2
12,18:00:00-18:30:00,14.0,1.0,15,0.0,WT,1031296,2
12,18:30:00-19:00:00,23.3,4.7,2,0.0,WT,1031296,2
13,19:00:00-19:30:00,10.8,0.5,18.7,0.0,WT,1031296,2
13,19:30:00-20:00:00,6.8,4.2,19,0.0,WT,1031296,2
14,20:00:00-20:30:00,26.7,1.2,2.2,0.0,WT,1031296,2
14,20:30:00-21:00:00,25.0,1.3,3.7,0.0,WT,1031296,2
15,21:00:00-21:30:00,25.2,1.3,3.2,0.3,WT,1031296,2
15,21:30:00-22:00:00,26.3,0.3,3.3,0.0,WT,1031296,2
16,22:00:00-22:30:00,28.0,1.0,0.8,0.2,WT,1031296,2
16,22:30:00-23:00:00,10.8,0.2,19,0.0,WT,1031296,2
17,23:00:00-23:30:00,6.5,2.2,21.3,0.0,WT,1031296,2
17,23:30:00-0:00:00,15.8,1.3,12.7,0.2,WT,1031296,2
18,0:00:00-0:30:00,24.0,0.2,5.8,0.0,WT,1031296,3
18,0:30:00-1:00:00,17.5,0.8,11.7,0.0,WT,1031296,3
19,1:00:00-1:30:00,15.2,2.0,12.8,0.0,WT,1031296,3
19,1:30:00-2:00:00,5.3,1.2,23.5,0.0,WT,1031296,3
20,2:00:00-2:30:00,7.8,3.5,18.7,0.0,WT,1031296,3
20,2:30:00-3:00:00,27.7,0.7,1.7,0.0,WT,1031296,3
21,3:00:00-3:30:00,5.8,0.8,23.3,0.0,WT,1031296,3
21,3:30:00-4:00:00,1.0,1.3,27.7,0.0,WT,1031296,3
22,4:00:00-4:30:00,5.3,2.2,22.5,0.0,WT,1031296,3
22,4:30:00-5:00:00,8.7,1.2,20.2,0.0,WT,1031296,3
23,5:00:00-5:30:00,29.0,0.2,0.8,0.0,WT,1031296,3
23,5:30:00-6:00:00,4.8,0.8,24.3,0.0,WT,1031296,3
0,6:00:00-6:30:00,4.3,1.8,23.8,0.0,WT,1031296,3
0,6:30:00-7:00:00,25.5,1.8,2.7,0.0,WT,1031296,3
1,7:00:00-7:30:00,11.8,0.8,17.3,0.0,WT,1031296,3
1,7:30:00-8:00:00,1.0,2.8,26.2,0.0,WT,1031296,3
2,8:00:00-8:30:00,0.2,4.7,25.2,0.0,WT,1031296,3
2,8:30:00-9:00:00,7.7,6.0,16.3,0.0,WT,1031296,3
3,9:00:00-9:30:00,5.2,3.2,21.7,0.0,WT,1031296,3
3,9:30:00-10:00:00,0.3,3.8,25.8,0.0,WT,1031296,3
4,10:00:00-10:30:00,1.3,3.2,25.5,0.0,WT,1031296,3
4,10:30:00-11:00:00,27.7,0.3,2,0.0,WT,1031296,3
5,11:00:00-11:30:00,2.0,2.7,25.3,0.0,WT,1031296,3
5,11:30:00-12:00:00,0.8,3.5,25.7,0.0,WT,1031296,3
6,12:00:00-12:30:00,0.5,5.2,24.3,0.0,WT,1031296,3
6,12:30:00-13:00:00,11.3,2.5,16.2,0.0,WT,1031296,3
7,13:00:00-13:30:00,24.7,0.5,4.8,0.0,WT,1031296,3
7,13:30:00-14:00:00,0.5,4.0,25.5,0.0,WT,1031296,3
8,14:00:00-14:30:00,0.3,5.5,24.2,0.0,WT,1031296,3
8,14:30:00-15:00:00,4.3,2.0,23.7,0.0,WT,1031296,3
9,15:00:00-15:30:00,15.0,2.8,12.2,0.0,WT,1031296,3
9,15:30:00-16:00:00,3.3,6.8,19.8,0.0,WT,1031296,3
10,16:00:00-16:30:00,27.7,0.2,2.2,0.0,WT,1031296,3
10,16:30:00-17:00:00,4.7,0.7,24.7,0.0,WT,1031296,3
11,17:00:00-17:30:00,0.2,4.7,25.2,0.0,WT,1031296,3
11,17:30:00-18:00:00,11.7,2.8,15.3,0.0,WT,1031296,3
12,18:00:00-18:30:00,11.3,0.5,18.2,0.0,WT,1031296,3
12,18:30:00-19:00:00,13.2,6.2,10.7,0.0,WT,1031296,3
13,19:00:00-19:30:00,21.3,0.3,8.3,0.0,WT,1031296,3
13,19:30:00-20:00:00,16.5,2.0,11.5,0.0,WT,1031296,3
14,20:00:00-20:30:00,5.8,2.3,21.8,0.0,WT,1031296,3
14,20:30:00-21:00:00,6.2,3.7,20.2,0.0,WT,1031296,3
15,21:00:00-21:30:00,23.8,2.5,3.5,0.2,WT,1031296,3
15,21:30:00-22:00:00,24.5,2.7,2.8,0.0,WT,1031296,3
16,22:00:00-22:30:00,25.2,1.5,3.3,0.0,WT,1031296,3
16,22:30:00-23:00:00,24.7,1.7,3.7,0.0,WT,1031296,3
17,23:00:00-23:30:00,29.2,0.2,0.7,0.0,WT,1031296,3
17,23:30:00-0:00:00,4.5,0.8,24.7,0.0,WT,1031296,3
18,0:00:00-0:30:00,10.2,4.7,15.2,0.0,WT,1031296,4
18,0:30:00-1:00:00,15.2,1.2,13.7,0.0,WT,1031296,4
19,1:00:00-1:30:00,27.3,1.2,1.5,0.0,WT,1031296,4
19,1:30:00-2:00:00,22.3,0.8,6.8,0.0,WT,1031296,4
20,2:00:00-2:30:00,0.7,1.7,27.7,0.0,WT,1031296,4
20,2:30:00-3:00:00,13.2,2.5,14.3,0.0,WT,1031296,4
21,3:00:00-3:30:00,12.7,0.2,17.2,0.0,WT,1031296,4
21,3:30:00-4:00:00,6.7,3.3,20,0.0,WT,1031296,4
22,4:00:00-4:30:00,17.7,3.0,9.3,0.0,WT,1031296,4
22,4:30:00-5:00:00,21.7,0.8,7.5,0.0,WT,1031296,4
23,5:00:00-5:30:00,0.3,2.2,27.5,0.0,WT,1031296,4
23,5:30:00-6:00:00,9.0,4.0,17,0.0,WT,1031296,4
0,6:00:00-6:30:00,25.7,0.7,3.7,0.0,WT,1031296,4
0,6:30:00-7:00:00,0.3,1.2,28.5,0.0,WT,1031296,4
1,7:00:00-7:30:00,1.7,3.0,25.3,0.0,WT,1031296,4
1,7:30:00-8:00:00,3.8,5.3,20.8,0.0,WT,1031296,4
2,8:00:00-8:30:00,18.2,1.2,10.5,0.2,WT,1031296,4
2,8:30:00-9:00:00,0.3,3.7,26,0.0,WT,1031296,4
3,9:00:00-9:30:00,10.5,5.7,13.8,0.0,WT,1031296,4
3,9:30:00-10:00:00,8.2,1.3,20.5,0.0,WT,1031296,4
4,10:00:00-10:30:00,0.3,4.8,24.8,0.0,WT,1031296,4
4,10:30:00-11:00:00,0.3,4.8,24.8,0.0,WT,1031296,4
5,11:00:00-11:30:00,8.7,5.2,16.2,0.0,WT,1031296,4
5,11:30:00-12:00:00,4.8,4.2,21,0.0,WT,1031296,4
6,12:00:00-12:30:00,0.2,2.8,27,0.0,WT,1031296,4
6,12:30:00-13:00:00,0.5,3.8,25.7,0.0,WT,1031296,4
7,13:00:00-13:30:00,20.2,0.8,9,0.0,WT,1031296,4
7,13:30:00-14:00:00,0.5,3.2,26.3,0.0,WT,1031296,4
8,14:00:00-14:30:00,1.8,5.8,22.3,0.0,WT,1031296,4
8,14:30:00-15:00:00,8.2,4.5,17.3,0.0,WT,1031296,4
9,15:00:00-15:30:00,11.8,1.0,17.2,0.0,WT,1031296,4
9,15:30:00-16:00:00,1.2,4.8,24,0.0,WT,1031296,4
10,16:00:00-16:30:00,24.3,0.7,5,0.0,WT,1031296,4
10,16:30:00-17:00:00,6.2,1.3,22.5,0.0,WT,1031296,4
11,17:00:00-17:30:00,7.3,3.7,19,0.0,WT,1031296,4
11,17:30:00-18:00:00,6.3,3.3,20.2,0.0,WT,1031296,4
12, 18:00:00-18:30:00 ,12.0,0.2,17.8,0.0,WT,1067034A,0
12, 18:30:00-19:00:00 ,7.7,0.7,21.5,0.2,WT,1067034A,0
13, 19:00:00-19:30:00 ,1.7,1.5,26.8,0.0,WT,1067034A,0
13, 19:30:00-20:00:00 ,14.8,0.3,14.5,0.3,WT,1067034A,0
14, 20:00:00-20:30:00 ,8.8,2.2,19.0,0.0,WT,1067034A,0
14, 20:30:00-21:00:00 ,26.2,0.7,3.2,0.0,WT,1067034A,0
15, 21:00:00-21:30:00 ,20.7,0.8,7.3,1.2,WT,1067034A,0
15, 21:30:00-22:00:00 ,24.3,0.0,5.2,0.5,WT,1067034A,0
16, 22:00:00-22:30:00 ,26.8,0.8,1.8,0.5,WT,1067034A,0
16, 22:30:00-23:00:00 ,24.7,1.2,3.5,0.7,WT,1067034A,0
17, 23:00:00-23:30:00 ,16.7,0.5,12.7,0.2,WT,1067034A,0
17, 23:30:00-0:00:00 ,7.7,0.2,22.2,0.0,WT,1067034A,0
18, 0:00:00-0:30:00 ,13.3,0.7,15.8,0.2,WT,1067034A,1
18, 0:30:00-1:00:00 ,8.7,0.8,20.5,0.0,WT,1067034A,1
19, 1:00:00-1:30:00 ,21.5,1.2,7.2,0.2,WT,1067034A,1
19, 1:30:00-2:00:00 ,24.8,1.0,4.0,0.2,WT,1067034A,1
20, 2:00:00-2:30:00 ,3.7,0.8,25.5,0.0,WT,1067034A,1
20, 2:30:00-3:00:00 ,4.8,1.7,23.5,0.0,WT,1067034A,1
21, 3:00:00-3:30:00 ,15.3,0.2,14.3,0.2,WT,1067034A,1
21, 3:30:00-4:00:00 ,9.2,1.0,19.8,0.0,WT,1067034A,1
22, 4:00:00-4:30:00 ,10.5,1.3,18.2,0.0,WT,1067034A,1
22, 4:30:00-5:00:00 ,4.5,2.0,23.5,0.0,WT,1067034A,1
23, 5:00:00-5:30:00 ,17.2,0.5,12.3,0.0,WT,1067034A,1
23, 5:30:00-6:00:00 ,23.7,1.2,4.8,0.3,WT,1067034A,1
0, 6:00:00-6:30:00 ,12.7,0.7,16.7,0.0,WT,1067034A,1
0, 6:30:00-7:00:00 ,5.7,0.7,23.7,0.0,WT,1067034A,1
1, 7:00:00-7:30:00 ,2.7,1.5,25.8,0.0,WT,1067034A,1
1, 7:30:00-8:00:00 ,3.0,3.7,23.3,0.0,WT,1067034A,1
2, 8:00:00-8:30:00 ,10.7,0.5,18.8,0.0,WT,1067034A,1
2, 8:30:00-9:00:00 ,0.5,0.3,29.2,0.0,WT,1067034A,1
3, 9:00:00-9:30:00 ,6.0,1.2,22.8,0.0,WT,1067034A,1
3, 9:30:00-10:00:00 ,0.0,1.2,28.8,0.0,WT,1067034A,1
4, 10:00:00-10:30:00 ,4.5,0.7,24.8,0.0,WT,1067034A,1
4, 10:30:00-11:00:00 ,0.0,2.0,28.0,0.0,WT,1067034A,1
5, 11:00:00-11:30:00 ,0.0,3.3,26.7,0.0,WT,1067034A,1
5, 11:30:00-12:00:00 ,18.8,0.5,10.7,0.0,WT,1067034A,1
6, 12:00:00-12:30:00 ,3.7,1.0,25.3,0.0,WT,1067034A,1
6, 12:30:00-13:00:00 ,0.2,1.8,28.0,0.0,WT,1067034A,1
7, 13:00:00-13:30:00 ,0.5,4.0,25.5,0.0,WT,1067034A,1
7, 13:30:00-14:00:00 ,1.5,1.8,26.7,0.0,WT,1067034A,1
8, 14:00:00-14:30:00 ,6.7,1.2,22.2,0.0,WT,1067034A,1
8, 14:30:00-15:00:00 ,0.2,2.5,27.3,0.0,WT,1067034A,1
9, 15:00:00-15:30:00 ,1.8,5.3,22.8,0.0,WT,1067034A,1
9, 15:30:00-16:00:00 ,23.3,1.0,5.5,0.2,WT,1067034A,1
10, 16:00:00-16:30:00 ,0.7,1.5,27.8,0.0,WT,1067034A,1
10, 16:30:00-17:00:00 ,7.2,1.5,21.2,0.2,WT,1067034A,1
11, 17:00:00-17:30:00 ,8.8,0.0,21.2,0.0,WT,1067034A,1
11, 17:30:00-18:00:00 ,20.8,0.7,8.3,0.0,WT,1067034A,1
12, 18:00:00-18:30:00 ,9.3,0.0,20.7,0,WT,1067034A,1
12, 18:30:00-19:00:00 ,11.5,2.8,15.7,0,WT,1067034A,1
13, 19:00:00-19:30:00 ,22.7,0.5,6.7,0.2,WT,1067034A,1
13, 19:30:00-20:00:00 ,2.0,1.8,26.2,0,WT,1067034A,1
14, 20:00:00-20:30:00 ,26.8,0.7,2.2,0.3,WT,1067034A,1
14, 20:30:00-21:00:00 ,26.8,0.7,1.8,0.7,WT,1067034A,1
15, 21:00:00-21:30:00 ,27.7,0.0,2.2,0.2,WT,1067034A,1
15, 21:30:00-22:00:00 ,26.7,0.5,2.5,0.3,WT,1067034A,1
16, 22:00:00-22:30:00 ,5.5,0.3,24.2,0,WT,1067034A,1
16, 22:30:00-23:00:00 ,27.5,0.5,1.5,0.5,WT,1067034A,1
17, 23:00:00-23:30:00 ,9.0,0.0,21.0,0,WT,1067034A,1
17, 23:30:00-0:00:00 ,22.3,0.5,6.8,0.3,WT,1067034A,1
18, 0:00:00-0:30:00 ,2.7,1.7,25.7,0,WT,1067034A,2
18, 0:30:00-1:00:00 ,13.0,1.3,15.2,0.5,WT,1067034A,2
19, 1:00:00-1:30:00 ,7.7,1.3,21.0,0,WT,1067034A,2
19, 1:30:00-2:00:00 ,15.8,0.7,13.2,0.3,WT,1067034A,2
20, 2:00:00-2:30:00 ,13.0,0.3,16.0,0.7,WT,1067034A,2
20, 2:30:00-3:00:00 ,16.8,0.8,11.8,0.5,WT,1067034A,2
21, 3:00:00-3:30:00 ,4.7,0.7,24.7,0,WT,1067034A,2
21, 3:30:00-4:00:00 ,11.5,1.2,17.3,0,WT,1067034A,2
22, 4:00:00-4:30:00 ,0.8,1.7,27.5,0,WT,1067034A,2
22, 4:30:00-5:00:00 ,10.7,0.5,18.7,0.2,WT,1067034A,2
23, 5:00:00-5:30:00 ,24.2,0.8,4.3,0.7,WT,1067034A,2
23, 5:30:00-6:00:00 ,24.7,0.5,3.8,1,WT,1067034A,2
0, 6:00:00-6:30:00 ,18.0,0.5,11.5,0,WT,1067034A,2
0, 6:30:00-7:00:00 ,0.0,2.2,27.8,0,WT,1067034A,2
1, 7:00:00-7:30:00 ,0.3,0.8,28.8,0,WT,1067034A,2
1, 7:30:00-8:00:00 ,22.2,0.7,7.0,0.2,WT,1067034A,2
2, 8:00:00-8:30:00 ,2.5,2.3,25.2,0,WT,1067034A,2
2, 8:30:00-9:00:00 ,0.7,1.8,27.5,0,WT,1067034A,2
3, 9:00:00-9:30:00 ,5.0,2.7,22.3,0,WT,1067034A,2
3, 9:30:00-10:00:00 ,0.3,3.3,26.3,0,WT,1067034A,2
4, 10:00:00-10:30:00 ,9.0,2.0,18.8,0.2,WT,1067034A,2
4, 10:30:00-11:00:00 ,23.7,0.2,5.8,0.3,WT,1067034A,2
5, 11:00:00-11:30:00 ,0.0,1.5,28.5,0,WT,1067034A,2
5, 11:30:00-12:00:00 ,0.2,1.0,28.8,0,WT,1067034A,2
6, 12:00:00-12:30:00 ,0.7,3.7,25.7,0,WT,1067034A,2
6, 12:30:00-13:00:00 ,6.7,1.2,22.2,0,WT,1067034A,2
7, 13:00:00-13:30:00 ,11.8,0.5,17.7,0,WT,1067034A,2
7, 13:30:00-14:00:00 ,1.3,4.3,24.3,0,WT,1067034A,2
8, 14:00:00-14:30:00 ,0.2,1.7,28.2,0,WT,1067034A,2
8, 14:30:00-15:00:00 ,19.7,1.3,9.0,0,WT,1067034A,2
9, 15:00:00-15:30:00 ,3.7,1.2,25.2,0,WT,1067034A,2
9, 15:30:00-16:00:00 ,0.3,3.8,25.8,0,WT,1067034A,2
10, 16:00:00-16:30:00 ,10.3,6.0,13.5,0.2,WT,1067034A,2
10, 16:30:00-17:00:00 ,23.3,0.2,6.3,0.2,WT,1067034A,2
11, 17:00:00-17:30:00 ,0.0,1.0,29.0,0,WT,1067034A,2
11, 17:30:00-18:00:00 ,7.5,2.7,19.7,0,WT,1067034A,2
12,18:00:00-18:30:00,20.3,0.3,9.3,0.0,WT,1067034A,2
12,18:30:00-19:00:00,9.8,1.3,18.8,0.0,WT,1067034A,2
13,19:00:00-19:30:00,23.0,0.7,6.2,0.2,WT,1067034A,2
13,19:30:00-20:00:00,25.8,0.3,3.5,0.3,WT,1067034A,2
14,20:00:00-20:30:00,26.8,1.0,2.2,0.0,WT,1067034A,2
14,20:30:00-21:00:00,26.2,0.2,3.3,0.3,WT,1067034A,2
15,21:00:00-21:30:00,12.7,0.2,17.2,0.0,WT,1067034A,2
15,21:30:00-22:00:00,20.8,1.5,6.8,0.8,WT,1067034A,2
16,22:00:00-22:30:00,24.2,0.5,5.3,0.0,WT,1067034A,2
16,22:30:00-23:00:00,23.8,0.8,5.2,0.2,WT,1067034A,2
17,23:00:00-23:30:00,25.0,0.8,4,0.2,WT,1067034A,2
17,23:30:00-0:00:00,16.7,0.0,13.3,0.0,WT,1067034A,2
18,0:00:00-0:30:00,4.7,1.2,24.2,0.0,WT,1067034A,3
18,0:30:00-1:00:00,4.0,0.7,25.3,0.0,WT,1067034A,3
19,1:00:00-1:30:00,18.8,0.2,11,0.0,WT,1067034A,3
19,1:30:00-2:00:00,20.8,1.7,7.3,0.2,WT,1067034A,3
20,2:00:00-2:30:00,15.7,0.5,13.8,0.0,WT,1067034A,3
20,2:30:00-3:00:00,2.3,1.5,26.2,0.0,WT,1067034A,3
21,3:00:00-3:30:00,20.2,1.2,7.7,1.0,WT,1067034A,3
21,3:30:00-4:00:00,12.7,0.2,17.2,0.0,WT,1067034A,3
22,4:00:00-4:30:00,0.2,3.7,26.2,0.0,WT,1067034A,3
22,4:30:00-5:00:00,7.0,0.5,22.3,0.2,WT,1067034A,3
23,5:00:00-5:30:00,15.7,0.2,14,0.2,WT,1067034A,3
23,5:30:00-6:00:00,22.2,0.0,7.2,0.7,WT,1067034A,3
0,6:00:00-6:30:00,20.8,0.3,8.3,0.5,WT,1067034A,3
0,6:30:00-7:00:00,10.5,1.3,18.2,0.0,WT,1067034A,3
1,7:00:00-7:30:00,1.8,2.3,25.8,0.0,WT,1067034A,3
1,7:30:00-8:00:00,0.3,2.2,27.5,0.0,WT,1067034A,3
2,8:00:00-8:30:00,14.3,0.8,14.5,0.3,WT,1067034A,3
2,8:30:00-9:00:00,0.2,2.8,27,0.0,WT,1067034A,3
3,9:00:00-9:30:00,6.7,0.3,23,0.0,WT,1067034A,3
3,9:30:00-10:00:00,0.2,2.0,27.8,0.0,WT,1067034A,3
4,10:00:00-10:30:00,2.8,2.2,25,0.0,WT,1067034A,3
4,10:30:00-11:00:00,15.5,1.5,13,0.0,WT,1067034A,3
5,11:00:00-11:30:00,0.2,2.7,27.2,0.0,WT,1067034A,3
5,11:30:00-12:00:00,3.8,2.5,23.7,0.0,WT,1067034A,3
6,12:00:00-12:30:00,0.2,3.2,26.7,0.0,WT,1067034A,3
6,12:30:00-13:00:00,0.2,3.8,26,0.0,WT,1067034A,3
7,13:00:00-13:30:00,0.0,6.3,23.7,0.0,WT,1067034A,3
7,13:30:00-14:00:00,8.7,2.3,18.7,0.3,WT,1067034A,3
8,14:00:00-14:30:00,10.5,1.2,18.3,0.0,WT,1067034A,3
8,14:30:00-15:00:00,3.7,6.0,20.3,0.0,WT,1067034A,3
9,15:00:00-15:30:00,19.5,1.3,9.2,0.0,WT,1067034A,3
9,15:30:00-16:00:00,4.2,1.3,24.5,0.0,WT,1067034A,3
10,16:00:00-16:30:00,11.0,4.5,14.5,0.0,WT,1067034A,3
10,16:30:00-17:00:00,1.0,2.7,26.3,0.0,WT,1067034A,3
11,17:00:00-17:30:00,10.2,2.3,17.5,0.0,WT,1067034A,3
11,17:30:00-18:00:00,20.5,1.3,7.7,0.3,WT,1067034A,3
12,18:00:00-18:30:00,15.7,0.5,13.8,0.0,WT,1067034A,3
12,18:30:00-19:00:00,29.8,0.0,0.2,0.0,WT,1067034A,3
13,19:00:00-19:30:00,11.0,0.0,19,0.0,WT,1067034A,3
13,19:30:00-20:00:00,18.2,0.0,11.8,0.0,WT,1067034A,3
14,20:00:00-20:30:00,29.5,0.2,0,0.3,WT,1067034A,3
14,20:30:00-21:00:00,30.0,0.0,0,0.0,WT,1067034A,3
15,21:00:00-21:30:00,21.8,0.0,8.2,0.0,WT,1067034A,3
15,21:30:00-22:00:00,13.7,0.2,16.2,0.0,WT,1067034A,3
16,22:00:00-22:30:00,29.8,0.2,0,0.0,WT,1067034A,3
16,22:30:00-23:00:00,28.5,0.2,1.2,0.2,WT,1067034A,3
17,23:00:00-23:30:00,29.5,0.3,0.2,0.0,WT,1067034A,3
17,23:30:00-0:00:00,29.3,0.2,0.2,0.3,WT,1067034A,3
18,0:00:00-0:30:00,25.2,0.2,4.7,0.0,WT,1067034A,4
18,0:30:00-1:00:00,2.0,1.3,26.7,0.0,WT,1067034A,4
19,1:00:00-1:30:00,11.5,1.0,17.5,0.0,WT,1067034A,4
19,1:30:00-2:00:00,22.3,0.2,7.5,0.0,WT,1067034A,4
20,2:00:00-2:30:00,12.5,1.0,16.3,0.2,WT,1067034A,4
20,2:30:00-3:00:00,26.5,0.3,2.8,0.3,WT,1067034A,4
21,3:00:00-3:30:00,6.2,1.2,22.7,0.0,WT,1067034A,4
21,3:30:00-4:00:00,7.7,2.0,20.3,0.0,WT,1067034A,4
22,4:00:00-4:30:00,29.0,0.3,0.7,0.0,WT,1067034A,4
22,4:30:00-5:00:00,29.2,0.2,0.7,0.0,WT,1067034A,4
23,5:00:00-5:30:00,12.5,0.0,17.5,0.0,WT,1067034A,4
23,5:30:00-6:00:00,7.7,2.5,19.7,0.2,WT,1067034A,4
0,6:00:00-6:30:00,29.2,0.2,0.5,0.2,WT,1067034A,4
0,6:30:00-7:00:00,29.2,0.0,0.7,0.2,WT,1067034A,4
1,7:00:00-7:30:00,0.0,0.0,30,0.0,WT,1067034A,4
1,7:30:00-8:00:00,13.7,1.7,14.5,0.2,WT,1067034A,4
2,8:00:00-8:30:00,0.5,1.8,27.7,0.0,WT,1067034A,4
2,8:30:00-9:00:00,1.2,1.0,27.8,0.0,WT,1067034A,4
3,9:00:00-9:30:00,0.3,2.5,27.2,0.0,WT,1067034A,4
3,9:30:00-10:00:00,0.3,3.7,26,0.0,WT,1067034A,4
4,10:00:00-10:30:00,14.7,2.7,12.7,0.0,WT,1067034A,4
4,10:30:00-11:00:00,7.2,0.7,22.2,0.0,WT,1067034A,4
5,11:00:00-11:30:00,0.0,3.7,26.3,0.0,WT,1067034A,4
5,11:30:00-12:00:00,0.2,3.8,26,0.0,WT,1067034A,4
6,12:00:00-12:30:00,0.0,2.7,27.3,0.0,WT,1067034A,4
6,12:30:00-13:00:00,0.0,3.0,27,0.0,WT,1067034A,4
7,13:00:00-13:30:00,26.3,0.0,3.5,0.2,WT,1067034A,4
7,13:30:00-14:00:00,6.3,0.5,23.2,0.0,WT,1067034A,4
8,14:00:00-14:30:00,0.2,4.0,25.8,0.0,WT,1067034A,4
8,14:30:00-15:00:00,0.2,2.8,27,0.0,WT,1067034A,4
9,15:00:00-15:30:00,13.7,1.0,15.2,0.2,WT,1067034A,4
9,15:30:00-16:00:00,20.8,0.0,9.2,0.0,WT,1067034A,4
10,16:00:00-16:30:00,0.0,3.0,27,0.0,WT,1067034A,4
10,16:30:00-17:00:00,7.2,2.3,20.3,0.2,WT,1067034A,4
11,17:00:00-17:30:00,23.2,0.0,6.3,0.5,WT,1067034A,4
11,17:30:00-18:00:00,6.0,1.5,22.3,0.0,WT,1067034A,4
12, 18:00:00-18:30:00 ,4.0,2.3,23.7,0.0,WT,1067035,0
12, 18:30:00-19:00:00 ,24.3,0.0,5.5,0.2,WT,1067035,0
13, 19:00:00-19:30:00 ,13.0,0.3,16.7,0.0,WT,1067035,0
13, 19:30:00-20:00:00 ,16.5,0.0,13.5,0.0,WT,1067035,0
14, 20:00:00-20:30:00 ,12.8,0.3,16.8,0.0,WT,1067035,0
14, 20:30:00-21:00:00 ,30.0,0.0,0.0,0.0,WT,1067035,0
15, 21:00:00-21:30:00 ,30.0,0.0,0.0,0.0,WT,1067035,0
15, 21:30:00-22:00:00 ,29.7,0.0,0.2,0.2,WT,1067035,0
16, 22:00:00-22:30:00 ,30.0,0.0,0.0,0.0,WT,1067035,0
16, 22:30:00-23:00:00 ,29.5,0.0,0.5,0.0,WT,1067035,0
17, 23:00:00-23:30:00 ,27.2,0.0,2.8,0.0,WT,1067035,0
17, 23:30:00-0:00:00 ,15.7,0.0,14.3,0.0,WT,1067035,0
18, 0:00:00-0:30:00 ,3.8,0.3,25.8,0.0,WT,1067035,1
18, 0:30:00-1:00:00 ,9.5,0.0,20.5,0.0,WT,1067035,1
19, 1:00:00-1:30:00 ,14.8,2.2,12.7,0.3,WT,1067035,1
19, 1:30:00-2:00:00 ,8.3,0.7,21.0,0.0,WT,1067035,1
20, 2:00:00-2:30:00 ,5.0,1.8,23.2,0.0,WT,1067035,1
20, 2:30:00-3:00:00 ,0.0,2.8,27.2,0.0,WT,1067035,1
21, 3:00:00-3:30:00 ,0.7,2.7,26.7,0.0,WT,1067035,1
21, 3:30:00-4:00:00 ,10.8,0.5,18.5,0.2,WT,1067035,1
22, 4:00:00-4:30:00 ,11.0,0.7,18.2,0.2,WT,1067035,1
22, 4:30:00-5:00:00 ,9.0,1.2,19.7,0.2,WT,1067035,1
23, 5:00:00-5:30:00 ,20.2,0.3,9.2,0.3,WT,1067035,1
23, 5:30:00-6:00:00 ,4.5,0.5,24.8,0.2,WT,1067035,1
0, 6:00:00-6:30:00 ,5.0,1.0,24.0,0.0,WT,1067035,1
0, 6:30:00-7:00:00 ,28.0,0.0,1.5,0.5,WT,1067035,1
1, 7:00:00-7:30:00 ,24.2,0.0,5.8,0.0,WT,1067035,1
1, 7:30:00-8:00:00 ,1.8,1.5,26.5,0.2,WT,1067035,1
